交易 #,类型,日期和时间,信号,价格 USD,仓位大小（数量）,仓位大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
534,空头出场,2025-10-22 18:02,✅移动止盈,4024.42,1,4015.21,-9.21,-0.23,3.79,0.09,-9.21,-0.23,1727.93,17.28
534,空头进场,2025-10-22 17:02,①挂空,4015.21,1,4015.21,-9.21,-0.23,3.79,0.09,-9.21,-0.23,1727.93,17.28
535,空头出场,2025-10-27 16:02,✅移动止盈,4019.85,1,4015.21,-4.64,-0.12,1.75,0.04,-4.7,-0.12,1723.29,17.23
535,空头进场,2025-10-27 15:02,①挂空,4015.21,1,4015.21,-4.64,-0.12,1.75,0.04,-4.7,-0.12,1723.29,17.23
536,空头出场,2025-10-29 21:02,✅移动止盈,3965.33,1,3951.01,-14.32,-0.36,7.63,0.19,-14.36,-0.36,1708.97,17.09
536,空头进场,2025-10-29 20:02,①挂空,3951.01,1,3951.01,-14.32,-0.36,7.63,0.19,-14.36,-0.36,1708.97,17.09
537,多头出场,2025-10-30 12:02,✅移动止盈,3983.77,1,3967.45,16.32,0.41,44.57,1.12,-11.7,-0.29,1725.29,17.25
537,多头进场,2025-10-30 08:02,①挂多,3967.45,1,3967.45,16.32,0.41,44.57,1.12,-11.7,-0.29,1725.29,17.25
538,多头出场,2025-11-04 16:02,❌止损,3945.21,1,4012.02,-66.81,-1.67,34.19,0.85,-66.81,-1.67,1658.48,16.58
538,多头进场,2025-10-30 19:02,①挂多,4012.02,1,4012.02,-66.81,-1.67,34.19,0.85,-66.81,-1.67,1658.48,16.58
539,多头出场,2025-11-06 16:02,✅移动止盈,3990.51,1,3975.55,14.96,0.38,44.06,1.11,-19.36,-0.49,1673.44,16.73
539,多头进场,2025-11-05 07:02,①挂多,3975.55,1,3975.55,14.96,0.38,44.06,1.11,-19.36,-0.49,1673.44,16.73
540,空头出场,2025-11-07 17:02,✅移动止盈,3997.92,1,3985.57,-12.35,-0.31,1.12,0.03,-12.5,-0.31,1661.09,16.61
540,空头进场,2025-11-07 16:02,①挂空,3985.57,1,3985.57,-12.35,-0.31,1.12,0.03,-12.5,-0.31,1661.09,16.61
541,多头出场,2025-11-10 16:02,✅移动止盈,4087.7,1,4014.26,73.44,1.83,91.72,2.28,-21.71,-0.54,1734.53,17.35
541,多头进场,2025-11-07 18:02,①挂多,4014.26,1,4014.26,73.44,1.83,91.72,2.28,-21.71,-0.54,1734.53,17.35
542,多头出场,2025-11-11 07:02,✅移动止盈,4126.19,1,4105.98,20.21,0.49,43.04,1.05,0,0.00,1754.74,17.55
542,多头进场,2025-11-10 20:02,①挂多,4105.98,1,4105.98,20.21,0.49,43.04,1.05,0,0.00,1754.74,17.55
543,空头出场,2025-11-11 17:02,✅移动止盈,4125.77,1,4124.79,-0.98,-0.02,4.68,0.11,-1,-0.02,1753.76,17.54
543,空头进场,2025-11-11 16:02,①挂空,4124.79,1,4124.79,-0.98,-0.02,4.68,0.11,-1,-0.02,1753.76,17.54
544,多头出场,2025-11-14 15:02,❌止损,4107.16,1,4211.75,-104.59,-2.48,33.31,0.79,-104.59,-2.48,1649.17,16.49
544,多头进场,2025-11-13 05:02,①挂多,4211.75,1,4211.75,-104.59,-2.48,33.31,0.79,-104.59,-2.48,1649.17,16.49
545,空头出场,2025-11-17 22:02,✅移动止盈,4008.52,1,4032.29,23.77,0.59,25.33,0.63,0,0.00,1672.94,16.73
545,空头进场,2025-11-17 21:02,①挂空,4032.29,1,4032.29,23.77,0.59,25.33,0.63,0,0.00,1672.94,16.73
546,多头出场,2025-11-19 17:02,✅移动止盈,4098.83,1,4081.98,16.85,0.41,50.82,1.24,-26.23,-0.64,1689.79,16.90
546,多头进场,2025-11-18 21:02,①挂多,4081.98,1,4081.98,16.85,0.41,50.82,1.24,-26.23,-0.64,1689.79,16.90
547,空头出场,2025-11-20 14:02,✅移动止盈,4061.85,1,4055.62,-6.23,-0.15,4.44,0.11,-6.23,-0.15,1683.56,16.84
547,空头进场,2025-11-20 13:02,①挂空,4055.62,1,4055.62,-6.23,-0.15,4.44,0.11,-6.23,-0.15,1683.56,16.84
548,空头出场,2025-11-20 19:02,✅移动止盈,4050.05,1,4055.62,5.57,0.14,10.72,0.26,0,0.00,1689.13,16.89
548,空头进场,2025-11-20 18:02,①挂空,4055.62,1,4055.62,5.57,0.14,10.72,0.26,0,0.00,1689.13,16.89
549,空头出场,2025-11-21 05:02,✅移动止盈,4057.79,1,4055.62,-2.17,-0.05,1.75,0.04,-2.22,-0.05,1686.96,16.87
549,空头进场,2025-11-21 04:02,①挂空,4055.62,1,4055.62,-2.17,-0.05,1.75,0.04,-2.22,-0.05,1686.96,16.87
550,多头出场,2025-11-25 10:02,✅移动止盈,4117.82,1,4083.98,33.84,0.83,71.76,1.76,-43.87,-1.07,1720.8,17.21
550,多头进场,2025-11-21 18:02,①挂多,4083.98,1,4083.98,33.84,0.83,71.76,1.76,-43.87,-1.07,1720.8,17.21
551,多头出场,2025-11-28 10:02,✅移动止盈,4165.58,1,4152.03,13.55,0.33,41.06,0.99,-24.5,-0.59,1734.35,17.34
551,多头进场,2025-11-25 19:02,①挂多,4152.03,1,4152.03,13.55,0.33,41.06,0.99,-24.5,-0.59,1734.35,17.34
552,多头出场,2025-12-12 17:02,✅移动止盈,4312.39,1,4256.32,56.07,1.32,97.22,2.28,-92.73,-2.18,1790.42,17.90
552,多头进场,2025-12-01 12:02,①挂多,4256.32,1,4256.32,56.07,1.32,97.22,2.28,-92.73,-2.18,1790.42,17.90
553,多头出场,2025-12-23 16:02,✅移动止盈,4445.38,1,4353.54,91.84,2.11,144.39,3.32,-44.18,-1.01,1882.26,18.82
553,多头进场,2025-12-18 18:02,①挂多,4353.54,1,4353.54,91.84,2.11,144.39,3.32,-44.18,-1.01,1882.26,18.82
554,多头出场,2025-12-26 19:02,✅移动止盈,4518.88,1,4497.36,21.52,0.48,52.5,1.17,-48.88,-1.09,1903.78,19.04
554,多头进场,2025-12-23 22:02,①挂多,4497.36,1,4497.36,21.52,0.48,52.5,1.17,-48.88,-1.09,1903.78,19.04
555,空头出场,2025-12-29 03:02,✅移动止盈,4498.98,1,4510.23,11.25,0.25,37.75,0.84,0,0.00,1915.03,19.15
555,空头进场,2025-12-29 02:02,①挂空,4510.23,1,4510.23,11.25,0.25,37.75,0.84,0,0.00,1915.03,19.15
556,空头出场,2025-12-31 08:02,✅移动止盈,4278.92,1,4302.47,23.55,0.55,27.73,0.64,0,0.00,1938.58,19.39
556,空头进场,2025-12-31 07:02,①挂空,4302.47,1,4302.47,23.55,0.55,27.73,0.64,0,0.00,1938.58,19.39
557,多头出场,2026-01-21 21:02,✅移动止盈,4784.53,1,4467.56,316.97,7.09,420.79,9.42,-59.83,-1.34,2255.55,22.56
557,多头进场,2026-01-06 05:02,①挂多,4467.56,1,4467.56,316.97,7.09,420.79,9.42,-59.83,-1.34,2255.55,22.56
558,多头出场,2026-01-23 10:02,✅移动止盈,4916.74,1,4854.05,62.69,1.29,113.17,2.33,0,0.00,2318.24,23.18
558,多头进场,2026-01-22 17:02,①挂多,4854.05,1,4854.05,62.69,1.29,113.17,2.33,0,0.00,2318.24,23.18
559,多头出场,2026-01-26 21:02,✅移动止盈,5045.14,1,4988.27,56.87,1.14,122.77,2.46,-17.58,-0.35,2375.11,23.75
559,多头进场,2026-01-23 21:02,①挂多,4988.27,1,4988.27,56.87,1.14,122.77,2.46,-17.58,-0.35,2375.11,23.75
560,空头出场,2026-01-27 17:02,✅移动止盈,5060.69,1,5057.2,-3.49,-0.07,10.61,0.21,-3.49,-0.07,2371.62,23.72
560,空头进场,2026-01-27 16:02,①挂空,5057.2,1,5057.2,-3.49,-0.07,10.61,0.21,-3.49,-0.07,2371.62,23.72
561,多头出场,2026-01-28 01:02,✅移动止盈,5170.74,1,5100.87,69.87,1.37,89.61,1.76,-24.51,-0.48,2441.49,24.41
561,多头进场,2026-01-27 18:02,①挂多,5100.87,1,5100.87,69.87,1.37,89.61,1.76,-24.51,-0.48,2441.49,24.41
562,多头出场,2026-01-29 02:02,✅移动止盈,5461.44,1,5311.49,149.95,2.82,286.71,5.40,-41.95,-0.79,2591.44,25.91
562,多头进场,2026-01-28 20:02,①挂多,5311.49,1,5311.49,149.95,2.82,286.71,5.40,-41.95,-0.79,2591.44,25.91
563,空头出场,2026-01-30 11:02,✅移动止盈,5121.83,1,5104.02,-17.81,-0.35,46.1,0.90,-17.81,-0.35,2573.63,25.74
563,空头进场,2026-01-30 10:02,①挂空,5104.02,1,5104.02,-17.81,-0.35,46.1,0.90,-17.81,-0.35,2573.63,25.74
564,空头出场,2026-02-04 19:02,✅移动止盈,4900.32,1,4910.39,10.07,0.21,60.33,1.23,0,0.00,2583.7,25.84
564,空头进场,2026-02-04 18:02,①挂空,4910.39,1,4910.39,10.07,0.21,60.33,1.23,0,0.00,2583.7,25.84
565,空头出场,2026-02-06 01:02,✅移动止盈,4762.4,1,4790.46,28.06,0.59,30.64,0.64,0,0.00,2611.76,26.12
565,空头进场,2026-02-05 23:02,①挂空,4790.46,1,4790.46,28.06,0.59,30.64,0.64,0,0.00,2611.76,26.12
566,多头出场,2026-02-12 18:02,❌止损,4902.08,1,5046.58,-144.5,-2.86,72.48,1.44,-144.5,-2.86,2467.26,24.67
566,多头进场,2026-02-09 17:02,①挂多,5046.58,1,5046.58,-144.5,-2.86,72.48,1.44,-144.5,-2.86,2467.26,24.67
567,多头出场,2026-02-17 07:02,❌止损,4880.15,1,4997.22,-117.07,-2.34,48.88,0.98,-117.07,-2.34,2350.19,23.50
567,多头进场,2026-02-13 16:02,①挂多,4997.22,1,4997.22,-117.07,-2.34,48.88,0.98,-117.07,-2.34,2350.19,23.50
568,多头出场,2026-02-19 15:02,✅移动止盈,4976.62,1,4944.14,32.48,0.66,77.84,1.57,0,0.00,2382.67,23.83
568,多头进场,2026-02-18 14:02,①挂多,4944.14,1,4944.14,32.48,0.66,77.84,1.57,0,0.00,2382.67,23.83
569,多头出场,2026-03-02 16:02,✅移动止盈,5330.1,1,5171.92,158.18,3.06,247.5,4.79,-79.36,-1.53,2540.85,25.41
569,多头进场,2026-02-23 04:02,①挂多,5171.92,1,5171.92,158.18,3.06,247.5,4.79,-79.36,-1.53,2540.85,25.41
570,空头出场,2026-03-03 12:02,✅移动止盈,5269.23,1,5260.74,-8.49,-0.16,34.08,0.65,-8.49,-0.16,2532.36,25.32
570,空头进场,2026-03-03 11:02,①挂空,5260.74,1,5260.74,-8.49,-0.16,34.08,0.65,-8.49,-0.16,2532.36,25.32
571,空头出场,2026-03-03 17:02,✅移动止盈,5048.92,1,5074.1,25.18,0.50,57.68,1.14,0,0.00,2557.54,25.58
571,空头进场,2026-03-03 16:02,①挂空,5074.1,1,5074.1,25.18,0.50,57.68,1.14,0,0.00,2557.54,25.58
572,空头出场,2026-03-03 20:02,✅移动止盈,5089,1,5074.1,-14.9,-0.29,8.72,0.17,-15.16,-0.30,2542.64,25.43
572,空头进场,2026-03-03 19:02,①挂空,5074.1,1,5074.1,-14.9,-0.29,8.72,0.17,-15.16,-0.30,2542.64,25.43
573,空头出场,2026-03-05 18:02,✅移动止盈,5099.16,1,5074.1,-25.06,-0.49,14.69,0.29,-25.08,-0.49,2517.58,25.18
573,空头进场,2026-03-05 17:02,①挂空,5074.1,1,5074.1,-25.06,-0.49,14.69,0.29,-25.08,-0.49,2517.58,25.18
574,空头出场,2026-03-05 20:02,✅移动止盈,5061.3,1,5074.1,12.8,0.25,19.02,0.37,0,0.00,2530.38,25.30
574,空头进场,2026-03-05 19:02,①挂空,5074.1,1,5074.1,12.8,0.25,19.02,0.37,0,0.00,2530.38,25.30
575,多头出场,2026-03-09 09:02,开盘价,5096.82,1,5143.9,-47.08,-0.92,40.46,0.79,-128.96,-2.51,2483.3,24.83
575,多头进场,2026-03-06 16:02,①挂多,5143.9,1,5143.9,-47.08,-0.92,40.46,0.79,-128.96,-2.51,2483.3,24.83
